action	conf	current_folder	new_folder	current_filename	new_filename	rationale
rename	high	middle-east-history	middle-east-history	HeraclitusIran-Unknown-2019-University-of-Chicago-Press.pdf	HeraclitusAndIran-Duchesne-Guillemin-1963-UniversityOfChicagoPress.pdf	Academic article in History of Religions (1963) by Jacques Duchesne-Guillemin, published by University of Chicago Press.
rename	high	middle-east-history	middle-east-history	UnknownTitle-Unknown-1797-Unknown.pdf	TreatyPeaceFriendshipTripoliBarbary-Unknown-1797-Unknown.pdf	Historical document from 'EXECUTIVE JOURNAL' (1797), discusses treaty with Tripoli, Barbary.
rename	high	middle-east-history	middle-east-history	UnknownTitle-Unknown-2017-Unknown.pdf	SigloDeclaracionBalfour-Balsalobre-2017-Unknown.pdf	Academic article 'Un siglo de la Declaración Balfour' by Joaquín Mariano Pellicer Balsalobre, November 2017.
rename	high	reference-methodology	reference-methodology	WoodlandsPublication-Woodlands-0000-Unknown.pdf	ArchaeologyAncientReligionEasternWoodlands-Brown-2003-AnnualReviewOfAnthropology.pdf	Academic article in Annual Review of Anthropology (2003) by James A. Brown. This is a standalone reference work.
rename	high	territorial-disputes	territorial-disputes	CRdobaAgreement-Unknown-2006-Unknown.pdf	CordobaAgreement-Unknown-2006-Unknown.pdf	Official agreement 'Agreement announced In Cordoba September 2006' regarding Gibraltar.
rename	high	territorial-disputes	territorial-disputes	GazettePhilisiphins-PhilippinesGov-0000-PhilippinesGov.pdf	GrantLeaseSultanSuluBritain-PhilippinesGov-1968-OfficialGazettegovph.pdf	Official government document from the Philippines, discussing 1878 Sulu lease. Access date is 2026.
rename	high	territorial-disputes	territorial-disputes	GuatemalasApplicationToInterveneInTheSapodill-MOITRA-0000-EJILTalk.pdf	GuatemalasApplicationInterveneSapodillaCayes-Moitra-2025-EJILTalk.pdf	Academic blog post from EJIL:Talk! (2025) by Sanmay Moitra, discussing ICJ case on Sapodilla Cayes.
rename	high	territorial-disputes	territorial-disputes	SenatePassesMaritimeZonesAct-PhilippinesGov-0000-PhilippinesGov.pdf	SenatePassesMaritimeZonesAct-Bacelonia-2024-PNAgovph.pdf	News article from Philippines government news agency PNA.gov.ph (2024), reporting on Maritime Zones Act.
rename	high	territorial-disputes	territorial-disputes	StatelessInBakassiHowAChangedBorderLeftInhabi-Unknown-2015-JusticeInitiative.pdf	StatelessInBakassiHowChangedBorder-Unknown-2015-JusticeInitiativeorg.pdf	Article from Open Society Justice Initiative (2015) discussing statelessness in Bakassi.
rename	high	territorial-disputes	territorial-disputes	UNMeetingsCoverageICJPressReleaseJudgment-UN-0000-UN.pdf	ICJJudgmentCameroonNigeriaBoundaryDispute-UnitedNations-2002-UnitedNations.pdf	Official UN press release ICJ/603 (2002), on ICJ judgment in Cameroon-Nigeria boundary dispute.
rename	high	territorial-disputes	territorial-disputes	Unknown-Unknown-1966-Unknown.pdf	PhilippineClaimNorthBorneo-Hernando-1966-KansasStateUniversity.pdf	Master's thesis 'The Philippine Claim to North Borneo' by Orlando M. Hernando, Kansas State University, 1966.
stash	high	colonialism-slavery	_stash-offtopic	SpanishColonialResearchCenter-Unknown-1991-Unknown.pdf	SpanishColonialResearchCenter-Unknown-1991-Unknown.pdf	stash: project working drafts for a documentary script.
stash	high	colonialism-slavery	_stash-offtopic	Untitled-Unknown-2026-Unknown.pdf	Untitled-Unknown-2026-Unknown.pdf	stash: Project working draft for a video on the Manhattan Purchase. Discusses video creation.
stash	high	general-history	_stash-offtopic	Ardennendagtocht-Unknown-2020-Unknown.pdf	Ardennendagtocht-Unknown-2020-Unknown.pdf	stash: travel guide/map for a day trip in Ardennes.
stash	high	general-history	_stash-offtopic	BenoitDeBecker-Becker-0000-Unknown.pdf	BenoitDeBecker-Becker-0000-Unknown.pdf	Personal/admin file (BenoitDeBecker).
stash	high	general-history	_stash-offtopic	BolComFactuur-Unknown-2019-Unknown.pdf	BolComFactuur-Unknown-2019-Unknown.pdf	stash: bol.com invoice.
stash	high	general-history	_stash-offtopic	CopyEnvironmentalOrganisationsFuture-Europe-0000-Unknown.pdf	CopyEnvironmentalOrganisationsFuture-Europe-0000-Unknown.pdf	stash: EU youth / European Solidarity Corps / cultural-mobility program docs, about advocacy.
stash	high	general-history	_stash-offtopic	DeclarationAccessUniversityBachelorProgramme-Unknown-0000-GhentUniversity.pdf	DeclarationAccessUniversityBachelorProgramme-Unknown-0000-GhentUniversity.pdf	stash: University administration paperwork (Ghent University).
stash	high	general-history	_stash-offtopic	DiscerningMerchantsPriceGuide-Labs-0000-Unknown.pdf	DiscerningMerchantsPriceGuide-Labs-0000-Unknown.pdf	stash: D&D / tabletop RPG content.
stash	high	general-history	_stash-offtopic	DrakkenheimGuide-Martin-0000-Unknown.pdf	DrakkenheimGuide-Martin-0000-Unknown.pdf	D&D/tabletop content (Drakkenheim).
stash	high	general-history	_stash-offtopic	DrempelsJeugdbewegingOostende-Kemel-0000-Unknown.pdf	DrempelsJeugdbewegingOostende-Kemel-0000-Unknown.pdf	stash: Local social work report related to youth in Ostend, Belgium.
stash	high	general-history	_stash-offtopic	DungeonsDragonsDungeonMastersGuide-Unknown-2024-AnnaArchive.pdf	DungeonsDragonsDungeonMastersGuide-Unknown-2024-AnnaArchive.pdf	D&D/tabletop content (DungeonsDragons). Empty file.
stash	low	general-history	_stash-offtopic	EnergyCertificates1MWhDeliveredNet-Brussels-0000-Unknown.pdf	EnergyCertificates1MWhDeliveredNet-Brussels-0000-Unknown.pdf	stash: Personal financial document/story about solar panel ROI in Brussels.
stash	high	general-history	_stash-offtopic	EnglishCommonEntrance-Unknown-2016-Unknown.pdf	EnglishCommonEntrance-Unknown-2016-Unknown.pdf	stash: Personal/admin docs (entrance exam instructions).
stash	high	general-history	_stash-offtopic	EuropassCV-DeBecker-0000-Unknown.pdf	EuropassCV-DeBecker-0000-Unknown.pdf	stash: Personal/admin docs (CV).
stash	high	general-history	_stash-offtopic	EuropassDocument-Unknown-2019-Unknown.pdf	EuropassDocument-Unknown-2019-Unknown.pdf	stash: Personal/admin docs (Europass document, CV-like).
stash	high	general-history	_stash-offtopic	ExploreSolidarityProjects-Unknown-2020-Unknown.pdf	ExploreSolidarityProjects-Unknown-2020-Unknown.pdf	stash: EU youth / European Solidarity Corps program docs.
stash	high	general-history	_stash-offtopic	FacultyArtsPhilosophy-Becker-0000-Unknown.pdf	FacultyArtsPhilosophy-Becker-0000-Unknown.pdf	stash: University administration paperwork (Ghent University language course attestation).
stash	high	general-history	_stash-offtopic	GeneralIntroductionESC-Unknown-2020-Unknown.pdf	GeneralIntroductionESC-Unknown-2020-Unknown.pdf	stash: EU youth / European Solidarity Corps program docs.
stash	high	general-history	_stash-offtopic	GrimHollowCampaignGuide-Unknown-0000-Unknown.pdf	GrimHollowCampaignGuide-Unknown-0000-Unknown.pdf	D&D/tabletop content (GrimHollow).
stash	high	general-history	_stash-offtopic	GrimHollowMonsterGrimoire-Games-0000-Unknown.pdf	GrimHollowMonsterGrimoire-Games-0000-Unknown.pdf	D&D/tabletop content (GrimHollow, MonsterGrimoire).
stash	high	general-history	_stash-offtopic	GrimHollowMonsterGrimoire-Unknown-0000-Unknown.pdf	GrimHollowMonsterGrimoire-Unknown-0000-Unknown.pdf	D&D/tabletop content (GrimHollow, MonsterGrimoire).
stash	high	general-history	_stash-offtopic	GrimHollowSubclassesEtharis-Becker-0000-Unknown.pdf	GrimHollowSubclassesEtharis-Becker-0000-Unknown.pdf	stash: D&D / tabletop RPG content ('Grim Hollow Subclasses').
stash	high	general-history	_stash-offtopic	GrimhollowPlayerGuide-Unknown-0000-Unknown.pdf	GrimhollowPlayerGuide-Unknown-0000-Unknown.pdf	D&D/tabletop content (Grimhollow, PlayerGuide).
stash	high	general-history	_stash-offtopic	GrimhollowSubclasses-Unknown-2025-Unknown.pdf	GrimhollowSubclasses-Unknown-2025-Unknown.pdf	stash: D&D / tabletop RPG content ('Grim Hollow Subclasses').
stash	high	general-history	_stash-offtopic	HelpdeskBeleggen-Beleggen-0000-Unknown.pdf	HelpdeskBeleggen-Beleggen-0000-Unknown.pdf	stash: Personal financial document (dividend certificate from CrelanCo).
stash	low	general-history	_stash-offtopic	HighSchoolDecidedEnrollUniversity-Found-0000-Unknown.pdf	HighSchoolDecidedEnrollUniversity-Found-0000-Unknown.pdf	stash: Personal statement/motivation letter for ESC program. Contains personal details.
stash	low	general-history	_stash-offtopic	HolsteinPapers-Holstein-0000-AnnaArchive.pdf	HolsteinPapers-Holstein-0000-AnnaArchive.pdf	stash: Unclear content, possibly a scanned document, no clear title or author.
stash	high	general-history	_stash-offtopic	HouseRulesRappan-Unknown-2014-Unknown.pdf	HouseRulesRappan-Unknown-2014-Unknown.pdf	stash: D&D / tabletop RPG content ('Rappan Athuk' house rules).
stash	high	general-history	_stash-offtopic	InfocenterBrugge-Brugge-0000-Unknown.pdf	InfocenterBrugge-Brugge-0000-Unknown.pdf	stash: Belgian municipal / regional admin docs (tax bill from Brugge).
stash	low	general-history	_stash-offtopic	IntermediateText-Fearenside-0000-Unknown.pdf	IntermediateText-Fearenside-0000-Unknown.pdf	stash: D&D / tabletop RPG content (Wildemount campaign guide).
stash	high	general-history	_stash-offtopic	JeBestellingBevatVolgendeArtikels-Becker-0000-Unknown.pdf	JeBestellingBevatVolgendeArtikels-Becker-0000-Unknown.pdf	stash: Invoices/transaction confirmations (MediaMarkt order).
stash	high	general-history	_stash-offtopic	JoinOurTeam-Lacombe-0000-Unknown.pdf	JoinOurTeam-Lacombe-0000-Unknown.pdf	stash: Personal/admin docs (recruitment flyer).
stash	high	general-history	_stash-offtopic	KlaprozenlaanDocument-Unknown-0000-Unknown.pdf	KlaprozenlaanDocument-Unknown-0000-Unknown.pdf	Belgian/EU admin (Klaprozenlaan).
stash	high	general-history	_stash-offtopic	KlaprozenlaanDocument-Unknown-2021-Unknown.pdf	KlaprozenlaanDocument-Unknown-2021-Unknown.pdf	stash: Personal/admin docs (bank statement).
stash	high	general-history	_stash-offtopic	KreativUngCulturalProject-Unknown-2020-Unknown.pdf	KreativUngCulturalProject-Unknown-2020-Unknown.pdf	stash: EU youth / European Solidarity Corps program docs.
stash	low	general-history	_stash-offtopic	MotivateReasonsPickingProject-Enjoyed-0000-Unknown.pdf	MotivateReasonsPickingProject-Enjoyed-0000-Unknown.pdf	stash: Personal statement/motivation letter for ESC program. Contains personal details.
stash	high	general-history	_stash-offtopic	OnlineTicket-Europa-0000-Unknown.pdf	OnlineTicket-Europa-0000-Unknown.pdf	stash: Personal/admin docs (train ticket).
stash	high	general-history	_stash-offtopic	Overheidsdienst-Brugge-0000-Unknown.pdf	Overheidsdienst-Brugge-0000-Unknown.pdf	Belgian/EU admin (Overheidsdienst, Brugge).
stash	high	general-history	_stash-offtopic	PraktischEngels-Engels-0000-Unknown.pdf	PraktischEngels-Engels-0000-Unknown.pdf	Language learning material, not academic history.
stash	high	general-history	_stash-offtopic	PraktischeInfoVTONVAAvondNVU-Decloedt-0000-Unknown.pdf	PraktischeInfoVTONVAAvondNVU-Decloedt-0000-Unknown.pdf	stash: University administration paperwork (Ghent University language course info).
stash	high	general-history	_stash-offtopic	ProgramOutlineMay28-Unknown-2021-Unknown.pdf	ProgramOutlineMay28-Unknown-2021-Unknown.pdf	stash: Personal/admin docs (program outline with personal contact info).
stash	high	general-history	_stash-offtopic	RappanAthuk-Unknown-2012-Unknown.pdf	RappanAthuk-Unknown-2012-Unknown.pdf	stash: D&D / tabletop RPG content ('Rappan Athuk').
stash	high	general-history	_stash-offtopic	RappanAthukHouseRules-Unknown-2014-Unknown.pdf	RappanAthukHouseRules-Unknown-2014-Unknown.pdf	stash: D&D / tabletop RPG content ('Rappan Athuk' house rules).
stash	high	general-history	_stash-offtopic	RedPinkStamps-Viola-0000-Unknown.pdf	RedPinkStamps-Viola-0000-Unknown.pdf	Philately/hobby related, not academic history.
stash	medium	general-history	_stash-offtopic	ReportOfTheAmericanColonizationSociety-Unknown-1823-Unknown.pdf	ReportOfTheAmericanColonizationSociety-Unknown-1823-Unknown.pdf	stash: Project research findings - 'NotebookLM Research - Spanish Colonization Script Additions'.
stash	high	general-history	_stash-offtopic	RimeOfTheFrostmaidenCampaignGuide-Unknown-0000-Unknown.pdf	RimeOfTheFrostmaidenCampaignGuide-Unknown-0000-Unknown.pdf	stash: D&D / tabletop RPG content ('Rime of the Frostmaiden Campaign Guide').
stash	high	general-history	_stash-offtopic	SamenvattingDeConstructieVanHetVerleden-Unknown-0000-StuDocu.pdf	SamenvattingDeConstructieVanHetVerleden-Unknown-0000-StuDocu.pdf	stash: StuDocu / student summaries ('Samenvatting De Constructie Van Het Verleden').
stash	high	general-history	_stash-offtopic	SebastianCrowesGuideDrakkenheim-Martin-0000-Unknown.pdf	SebastianCrowesGuideDrakkenheim-Martin-0000-Unknown.pdf	D&D/tabletop content (SebastianCrowe, Drakkenheim).
stash	high	general-history	_stash-offtopic	SouthamptonProjects-Unknown-1991-Unknown.pdf	SouthamptonProjects-Unknown-1991-Unknown.pdf	stash: EU project bid designer job description.
stash	high	general-history	_stash-offtopic	Studiefiche-Cultuurwetenschappen-0000-Unknown.pdf	Studiefiche-Cultuurwetenschappen-0000-Unknown.pdf	stash: University administration paperwork (Ghent University course study sheet).
stash	high	general-history	_stash-offtopic	StyleManual-Unknown-1978-Unknown.pdf	StyleManual-Unknown-1978-Unknown.pdf	stash: Personal/admin docs (style guide for transcription, not academic writing).
stash	high	general-history	_stash-offtopic	SynevoGeorgia-Georgia-0000-Unknown.pdf	SynevoGeorgia-Georgia-0000-Unknown.pdf	stash: Medical lab results (Synevo Georgia).
stash	high	general-history	_stash-offtopic	TIRLALAKSA-Unknown-2021-verso.pdf	TIRLALAKSA-Unknown-2021-verso.pdf	stash: Youth group newsletter for KSA Oostende, a local Belgian organization.
stash	high	general-history	_stash-offtopic	TerechtBijProfessorenAssistenten-Becker-0000-Unknown.pdf	TerechtBijProfessorenAssistenten-Becker-0000-Unknown.pdf	stash: University administration paperwork (Ghent University study results/feedback info).
stash	high	general-history	_stash-offtopic	Terminology-Characters-0000-Unknown.pdf	Terminology-Characters-0000-Unknown.pdf	stash: Appen company transcription/annotation style guide, not academic.
stash	high	general-history	_stash-offtopic	Theoretische-Bert-0000-Unknown.pdf	Theoretische-Bert-0000-Unknown.pdf	stash: StuDocu / student summaries ('Theoretische - Geschiedenis - Notities').
stash	high	general-history	_stash-offtopic	TheoretischeGeschiedenis-Cornelis-0000-Unknown.pdf	TheoretischeGeschiedenis-Cornelis-0000-Unknown.pdf	stash: StuDocu / student summaries ('Theoretische geschiedenis').
stash	low	general-history	_stash-offtopic	ToerismeAltijdFeest-Djame-0000-Unknown.pdf	ToerismeAltijdFeest-Djame-0000-Unknown.pdf	stash: Belgian municipal/regional admin docs - travel guide for Hotton, Ardennes.
stash	high	general-history	_stash-offtopic	TransaccionAutorizacion-Unknown-2025-Unknown.pdf	TransaccionAutorizacion-Unknown-2025-Unknown.pdf	stash: Personal/admin docs (transaction confirmation).
stash	high	general-history	_stash-offtopic	TransactionDocument-Unknown-2025-Unknown.pdf	TransactionDocument-Unknown-2025-Unknown.pdf	stash: Personal/admin docs (transaction confirmation).
stash	high	general-history	_stash-offtopic	UnidentifiableDocument-Unknown-2021-Unknown.pdf	UnidentifiableDocument-Unknown-2021-Unknown.pdf	stash: user's personal TESOL certificate dated 16/03/2021
stash	high	general-history	_stash-offtopic	Version-Mangus-0000-Unknown.pdf	Version-Mangus-0000-Unknown.pdf	stash: EU youth / European Solidarity Corps program docs (Resource Mapping Report for SALTO PI).
stash	high	general-history	_stash-offtopic	WordSyllabus-Unknown-2019-Unknown.pdf	WordSyllabus-Unknown-2019-Unknown.pdf	stash: University administration paperwork (Ghent University course syllabus).
stash	high	general-history	_stash-offtopic	Workshop-Dick-0000-Unknown.pdf	Workshop-Dick-0000-Unknown.pdf	stash: Personal/admin docs (workshop speaker list, not an academic paper).
stash	high	general-history	_stash-offtopic	YouthResearchPodcast-PASIC-0000-MOOC.pdf	YouthResearchPodcast-PASIC-0000-MOOC.pdf	stash: EU youth / European Solidarity Corps program docs (podcast transcript on youth research).
stash	high	general-history	_stash-offtopic	ZichtrekeningInvest-Unknown-2021-Unknown.pdf	ZichtrekeningInvest-Unknown-2021-Unknown.pdf	stash: Personal financial document (bank statement).
stash	high	general-history	_stash-offtopic	ZichtrekeningInvest-Unknown-2022-Unknown.pdf	ZichtrekeningInvest-Unknown-2022-Unknown.pdf	stash: Personal financial document (bank statement).
