action	folder	filename	new_folder	new_filename	reason
stash-dupe	general-history	AmericanDialogue-Ellis-2018-OxfordUP.pdf	_stash-duplicates	AmericanDialogue-Ellis-2018-OxfordUP.pdf	duplicate of general-history/AmericanDialogueFoundersAnd-Ellis-2018-KnopfDoubleday.pdf (shorter title (16 vs 27 chars))
stash-dupe	general-history	AmericanHolocaust-Stannard-1992-OxfordUP.pdf	_stash-duplicates	AmericanHolocaust-Stannard-1992-OxfordUP.pdf	duplicate of colonialism-slavery/AmericanHolocaust-Stannard-1992-OxfordUP.pdf (misfiled in general-history (winner: colonialism-slavery))
rename-pub	general-history	AmericanIndianLegalThought-Williams-1990-Oxford-UP.pdf	general-history	AmericanIndianLegalThought-Williams-1990-OxfordUP.pdf	publisher slug Oxford-UP -> OxfordUP
stash-dupe	general-history	AmericanScriptureMakingDeclaration-Maier-1997-Knopf.pdf	_stash-duplicates	AmericanScriptureMakingDeclaration-Maier-1997-Knopf.pdf	duplicate of general-history/AmericanScriptureDeclarationIndependence-Maier-1997-OxfordUP.pdf (shorter title (34 vs 40 chars))
rename-pub	general-history	AmsterdamAHistoryWorldsMost-Shorto-2004-Random-House.pdf	general-history	AmsterdamAHistoryWorldsMost-Shorto-2004-RandomHouse.pdf	publisher slug Random-House -> RandomHouse
rename-pub	general-history	AmsterdamHistoryWorldsMost-Shorto-2004-Random-House.epub	general-history	AmsterdamHistoryWorldsMost-Shorto-2004-RandomHouse.epub	publisher slug Random-House -> RandomHouse
stash-dupe	general-history	AnatomyAuschwitzDeathCamp-Gutman-1994-Unknown.pdf	_stash-duplicates	AnatomyAuschwitzDeathCamp-Gutman-1994-Unknown.pdf	duplicate of reference-methodology/AuschwitzDeathCampAnatomy-Gutman-1994-Indiana-University-Press.pdf (loser-publisher=Unknown; misfiled in general-history (winner: reference-methodology))
rename-pub	general-history	AncientLiteracy-Harris-1989-Harvard-UP.pdf	general-history	AncientLiteracy-Harris-1989-HarvardUP.pdf	publisher slug Harvard-UP -> HarvardUP
stash-dupe	general-history	AndeanWorlds-Andrien-2001-CambridgeUP.pdf	_stash-duplicates	AndeanWorlds-Andrien-2001-CambridgeUP.pdf	duplicate of colonialism-slavery/AndeanWorldsSpanishRule-Andrien-2001-CambridgeUP.pdf (misfiled in general-history (winner: colonialism-slavery); shorter title (12 vs 23 chars))
rename-pub	general-history	ArchaeologyChildhoodHandbook-Crawford-2018-Oxford.pdf	general-history	ArchaeologyChildhoodHandbook-Crawford-2018-OxfordUP.pdf	publisher slug Oxford -> OxfordUP
rename-pub	general-history	ArchaeologyChildhoodHandbook-Shepherd-2007-Oxford-University-Press.pdf	general-history	ArchaeologyChildhoodHandbook-Shepherd-2007-OxfordUP.pdf	publisher slug Oxford-University-Press -> OxfordUP
stash-dupe	general-history	ArchaeologyOfAncientReligionEasternWoodlands-Brown-2003-Unknown.pdf	_stash-duplicates	ArchaeologyOfAncientReligionEasternWoodlands-Brown-2003-Unknown.pdf	duplicate of reference-methodology/ArchaeologyAncientReligionEasternWoodlands-Brown-2003-AnnualReviewOfAnthropology.pdf (loser-publisher=Unknown; misfiled in general-history (winner: reference-methodology))
stash-dupe	general-history	ArmiesHeaven-Rubenstein-2011-BasicBooks.pdf	_stash-duplicates	ArmiesHeaven-Rubenstein-2011-BasicBooks.pdf	duplicate of reference-methodology/ArmiesHeavenFirstCrusadeApocalypse-Rubenstein-2011-Basic-Books.pdf (misfiled in general-history (winner: reference-methodology); shorter title (12 vs 34 chars))
rename-pub	general-history	AwakeningAshesIntellectualHistory-Daut-2015-Harvard-UP.epub	general-history	AwakeningAshesIntellectualHistory-Daut-2015-HarvardUP.epub	publisher slug Harvard-UP -> HarvardUP
rename-pub	general-history	AwakeningAshesIntellectualHistory-Daut-2015-Harvard-UP.pdf	general-history	AwakeningAshesIntellectualHistory-Daut-2015-HarvardUP.pdf	publisher slug Harvard-UP -> HarvardUP
rename-pub	general-history	AzerbaijaniTurks-Altstadt-2013-PalgraveMacmillan.pdf	general-history	AzerbaijaniTurks-Altstadt-2013-Palgrave.pdf	publisher slug PalgraveMacmillan -> Palgrave
stash-dupe	general-history	BalfourDeclaration-Schneer-2010-BloomsburyP.pdf	_stash-duplicates	BalfourDeclaration-Schneer-2010-BloomsburyP.pdf	duplicate of middle-east-history/BalfourDeclaration-Schneer-2010-BloomsburyP.pdf (misfiled in general-history (winner: middle-east-history))
rename-pub	general-history	Balkans-Glenny-2012-Random-House.pdf	general-history	Balkans-Glenny-2012-RandomHouse.pdf	publisher slug Random-House -> RandomHouse
rename-pub	general-history	BalkanStrategyEntenteCentralPowers-Holland-1974-CambridgeUniversityPress.pdf	general-history	BalkanStrategyEntenteCentralPowers-Holland-1974-CambridgeUP.pdf	publisher slug CambridgeUniversityPress -> CambridgeUP
rename-pub	general-history	BasicFactsAboutTheUnitedNations-UN-2017-United-Nations.pdf	general-history	BasicFactsAboutTheUnitedNations-UN-2017-UN.pdf	publisher slug United-Nations -> UN
rename-pub	general-history	BehindDisappearancesArgentinasDirty-Guest-1986-University-of-Pennsylvania-Press.pdf	general-history	BehindDisappearancesArgentinasDirty-Guest-1986-PennUP.pdf	publisher slug University-of-Pennsylvania-Press -> PennUP
stash-dupe	general-history	BirthPalestinianRefugeeProblem-Morris-2004-Cambridge.pdf	_stash-duplicates	BirthPalestinianRefugeeProblem-Morris-2004-Cambridge.pdf	duplicate of middle-east-history/BirthPalestinianRefugeeProblem-Morris-2004-OxfordUP.pdf (misfiled in general-history (winner: middle-east-history))
rename-pub	general-history	BlackGarden-Waal-2003-New-York-University.pdf	general-history	BlackGarden-Waal-2003-NYUP.pdf	publisher slug New-York-University -> NYUP
stash-dupe	general-history	BlackLegendAntiSpanishAttitudes-Gibson-1971-AnnaArchive.pdf	_stash-duplicates	BlackLegendAntiSpanishAttitudes-Gibson-1971-AnnaArchive.pdf	duplicate of colonialism-slavery/BlackLegendAntiSpanishAttitudes-Gibson-1971-OxfordUP.pdf (loser-publisher=AnnaArchive; misfiled in general-history (winner: colonialism-slavery))
rename-pub	general-history	BlackSun-Goodrick-Clarke-2001-RoutledgeBooks.pdf	general-history	BlackSun-Goodrick-Clarke-2001-Routledge.pdf	publisher slug RoutledgeBooks -> Routledge
rename-pub	general-history	BookContemplation-Cobb-1993-Penguin-Books.pdf	general-history	BookContemplation-Cobb-1993-Penguin.pdf	publisher slug Penguin-Books -> Penguin
stash-dupe	general-history	BornDie-Cook-1998-CambridgeUP.pdf	_stash-duplicates	BornDie-Cook-1998-CambridgeUP.pdf	duplicate of colonialism-slavery/BornDieDiseaseNewWorldConquest-Cook-1998-Cambridge-UP.pdf (misfiled in general-history (winner: colonialism-slavery); shorter title (7 vs 30 chars))
stash-dupe	general-history	BornDieDiseaseNewWorld-Cook-1998-Cambridge-UP.pdf	_stash-duplicates	BornDieDiseaseNewWorld-Cook-1998-Cambridge-UP.pdf	duplicate of colonialism-slavery/BornDieDiseaseNewWorldConquest-Cook-1998-Cambridge-UP.pdf (misfiled in general-history (winner: colonialism-slavery); shorter title (22 vs 30 chars))
rename-pub	general-history	BrownlieInternationalLaw-Crawford-2019-Oxford.epub	general-history	BrownlieInternationalLaw-Crawford-2019-OxfordUP.epub	publisher slug Oxford -> OxfordUP
rename-pub	general-history	CambridgeWorldHistoryViolence-Gordon-2011-Cambridge-University-Press.pdf	general-history	CambridgeWorldHistoryViolence-Gordon-2011-CambridgeUP.pdf	publisher slug Cambridge-University-Press -> CambridgeUP
stash-dupe	general-history	CannibalEncountersEuropeansCaribs-Boucher-1992-Johns-Hopkins.pdf	_stash-duplicates	CannibalEncountersEuropeansCaribs-Boucher-1992-Johns-Hopkins.pdf	duplicate of general-history/CannibalEncountersEuropeansAndIslandCaribs149-Boucher-1992-JohnsHopkinsUP.pdf (shorter title (33 vs 45 chars))
rename-pub	general-history	CarolingiansWrittenWord-McKitterick-1989-Cambridge-University-Press.pdf	general-history	CarolingiansWrittenWord-McKitterick-1989-CambridgeUP.pdf	publisher slug Cambridge-University-Press -> CambridgeUP
rename-pub	general-history	ChosenFewEducationShaped-Botticini-2017-Princeton.pdf	general-history	ChosenFewEducationShaped-Botticini-2017-PrincetonUP.pdf	publisher slug Princeton -> PrincetonUP
stash-dupe	general-history	ChristianJewishRelations-Abulafia-2011-Routledge.pdf	_stash-duplicates	ChristianJewishRelations-Abulafia-2011-Routledge.pdf	duplicate of crusades-christianity/ChristianJewishRelations-Abulafia-2011-Cambridge-University-Press.pdf (misfiled in general-history (winner: crusades-christianity))
rename-pub	general-history	ColdWarMiddleEast-Ashton-2007-RoutledgeBooks.pdf	general-history	ColdWarMiddleEast-Ashton-2007-Routledge.pdf	publisher slug RoutledgeBooks -> Routledge
stash-dupe	general-history	ColdWarMiddleEast-Shlaim-1997-Oxford.pdf	_stash-duplicates	ColdWarMiddleEast-Shlaim-1997-Oxford.pdf	duplicate of middle-east-history/ColdWarMiddleEast-Shlaim-1997-OxfordUP.pdf (misfiled in general-history (winner: middle-east-history))
stash-dupe	general-history	ContemporaryFarRightCulture-Argentino-0000-Unknown-v2.pdf	_stash-duplicates	ContemporaryFarRightCulture-Argentino-0000-Unknown-v2.pdf	duplicate of general-history/ContemporaryFarRightCulture-Argentino-0000-Unknown.pdf (-v2 suffix)
rename-pub	general-history	ContentAndContextHateSpeech-Herz-0000-CambridgeUniversityPress.pdf	general-history	ContentAndContextHateSpeech-Herz-0000-CambridgeUP.pdf	publisher slug CambridgeUniversityPress -> CambridgeUP
rename-pub	general-history	CousinsWars-Phillips-1999-Random-House.pdf	general-history	CousinsWars-Phillips-1999-RandomHouse.pdf	publisher slug Random-House -> RandomHouse
rename-pub	general-history	CrescentAndCross-Cohen-2008-Princeton.pdf	general-history	CrescentAndCross-Cohen-2008-PrincetonUP.pdf	publisher slug Princeton -> PrincetonUP
rename-pub	general-history	CulturalTheory-Smith-2011-RoutledgeBooks.pdf	general-history	CulturalTheory-Smith-2011-Routledge.pdf	publisher slug RoutledgeBooks -> Routledge
stash-dupe	general-history	CurrencyDevaluationSourceGrowthAfri-Bouvet-2022-Springer.pdf	_stash-duplicates	CurrencyDevaluationSourceGrowthAfri-Bouvet-2022-Springer.pdf	duplicate of african-history/CurrencyDevaluationSourceGrowthAfrica-Bouvet-2022-Springer.pdf (misfiled in general-history (winner: african-history); shorter title (35 vs 37 chars))
stash-dupe	general-history	CyprusModernHistory-Mallinson-2005-Bloomsbury-Publishing.pdf	_stash-duplicates	CyprusModernHistory-Mallinson-2005-Bloomsbury-Publishing.pdf	duplicate of territorial-disputes/CyprusModernHistory-Mallinson-2005-ITauris.pdf (misfiled in general-history (winner: territorial-disputes))
stash-dupe	general-history	CyprusProblemWhatEveryoneNeedsToKnow-Ker-Lindsay-2011-OxfordUP.pdf	_stash-duplicates	CyprusProblemWhatEveryoneNeedsToKnow-Ker-Lindsay-2011-OxfordUP.pdf	duplicate of territorial-disputes/CyprusProblemWhatEveryoneNeedsToKnow-Ker-Lindsay-2011-OxfordUP.pdf (misfiled in general-history (winner: territorial-disputes))
rename-pub	general-history	DebunkingHandbook-Lewandowsky-2011-RoutledgeBooks.pdf	general-history	DebunkingHandbook-Lewandowsky-2011-Routledge.pdf	publisher slug RoutledgeBooks -> Routledge
stash-dupe	general-history	DegradedCapabilityMediaKosovoCrisis-Hammond-2000-Pluto.pdf	_stash-duplicates	DegradedCapabilityMediaKosovoCrisis-Hammond-2000-Pluto.pdf	duplicate of territorial-disputes/DegradedCapabilityMediaKosovoCrisis-Hammond-2000-PlutoPress.pdf (misfiled in general-history (winner: territorial-disputes))
rename-pub	general-history	DemographicCollapseIndianPeru-Cook-1998-Cambridge-UP.pdf	general-history	DemographicCollapseIndianPeru-Cook-1998-CambridgeUP.pdf	publisher slug Cambridge-UP -> CambridgeUP
rename-pub	general-history	Disinformation-Pacepa-2013-BasicBooks.pdf	general-history	Disinformation-Pacepa-2013-Basic.pdf	publisher slug BasicBooks -> Basic
stash-dupe	general-history	DixiesDaughters-COX-2003-Unknown.pdf	_stash-duplicates	DixiesDaughters-COX-2003-Unknown.pdf	duplicate of general-history/DixiesDaughtersUnitedDaughters-Cox-2003-UnivFlorida.pdf (loser-publisher=Unknown; shorter title (15 vs 30 chars))
rename-pub	general-history	EagleLionAmericanIranianRelations-Bill-1989-Yale.pdf	general-history	EagleLionAmericanIranianRelations-Bill-1989-YaleUP.pdf	publisher slug Yale -> YaleUP
rename-pub	general-history	EconomicHistoryLatinAmerica-BulmerThomas-2003-RoutledgeBooks.pdf	general-history	EconomicHistoryLatinAmerica-BulmerThomas-2003-Routledge.pdf	publisher slug RoutledgeBooks -> Routledge
stash-dupe	general-history	EyesFromTheMachineAiAssistedSatelliteArchaeol-Casana-2021-CambridgeUP-v2.pdf	_stash-duplicates	EyesFromTheMachineAiAssistedSatelliteArchaeol-Casana-2021-CambridgeUP-v2.pdf	duplicate of general-history/EyesFromTheMachineAiAssistedSatelliteArchaeol-Casana-2021-CambridgeUP.pdf (-v2 suffix)
rename-pub	general-history	FallNaturalManAmericanIndian-Pagden-1995-Yale-UP.pdf	general-history	FallNaturalManAmericanIndian-Pagden-1995-YaleUP.pdf	publisher slug Yale-UP -> YaleUP
stash-dupe	general-history	FatefulTriangle-Chomsky-1999-VersoBooks.pdf	_stash-duplicates	FatefulTriangle-Chomsky-1999-VersoBooks.pdf	duplicate of middle-east-history/FatefulTriangleIsraelPalestine-Chomsky-1999-VersoBooks.pdf (misfiled in general-history (winner: middle-east-history); shorter title (15 vs 30 chars))
rename-pub	general-history	FirstManhattansHistoryIndiansNewYork-Grumet-2011-Rutgers-UP.pdf	general-history	FirstManhattansHistoryIndiansNewYork-Grumet-2011-RutgersUP.pdf	publisher slug Rutgers-UP -> RutgersUP
rename-pub	general-history	FoundingFathersReligionAmerica-Lambert-2006-Princeton-University-Press.pdf	general-history	FoundingFathersReligionAmerica-Lambert-2006-PrincetonUP.pdf	publisher slug Princeton-University-Press -> PrincetonUP
stash-dupe	general-history	FrenchInterventionismSahelFlawedStrategyImper-SOUR-2024-PrzegladGeopolityczny.pdf	_stash-duplicates	FrenchInterventionismSahelFlawedStrategyImper-SOUR-2024-PrzegladGeopolityczny.pdf	duplicate of african-history/FrenchInterventionismSahelFlawedStrategy-Sour-2024-PrzegladGeopolityczny.pdf (misfiled in general-history (winner: african-history))
rename-pub	general-history	GatesEurope-Plokhy-2017-BasicBooks.pdf	general-history	GatesEurope-Plokhy-2017-Basic.pdf	publisher slug BasicBooks -> Basic
rename-pub	general-history	GatesEuropeHistoryUkraine-Plokhy-2015-BasicBooks.pdf	general-history	GatesEuropeHistoryUkraine-Plokhy-2015-Basic.pdf	publisher slug BasicBooks -> Basic
rename-pub	general-history	GenderRepresentationEvil-Williams-1990-Oxford-UP.pdf	general-history	GenderRepresentationEvil-Williams-1990-OxfordUP.pdf	publisher slug Oxford-UP -> OxfordUP
rename-pub	general-history	GeoPACHALargeScaleImagerySurveyArchaeology-Wernke-2023-CambridgeUniversityPress.pdf	general-history	GeoPACHALargeScaleImagerySurveyArchaeology-Wernke-2023-CambridgeUP.pdf	publisher slug CambridgeUniversityPress -> CambridgeUP
stash-dupe	general-history	GestaDanorumHistoryDanes-Grammaticus-2015-Oxford.pdf	_stash-duplicates	GestaDanorumHistoryDanes-Grammaticus-2015-Oxford.pdf	duplicate of general-history/GestaDanorumHistoryDanes-Grammaticus-2015-CambridgeUP.pdf (tied; lower score)
rename-pub	general-history	GlobalPracticeWorldHistory-Manning-2009-RoutledgeBooks.pdf	general-history	GlobalPracticeWorldHistory-Manning-2009-Routledge.pdf	publisher slug RoutledgeBooks -> Routledge
stash-dupe	general-history	GodsWar-Tyerman-2006-Harvard.pdf	_stash-duplicates	GodsWar-Tyerman-2006-Harvard.pdf	duplicate of crusades-christianity/GodsWarNewCrusades-Tyerman-2006-Belknap-Press-of-Harvard-University-Pres.pdf (misfiled in general-history (winner: crusades-christianity); shorter title (7 vs 18 chars))
stash-dupe	general-history	GoverningMayaCommunitiesAndLandsInBelize-Medina-2025-Brill-v2.pdf	_stash-duplicates	GoverningMayaCommunitiesAndLandsInBelize-Medina-2025-Brill-v2.pdf	duplicate of general-history/GoverningMayaCommunitiesAndLandsInBelize-Medina-2025-Brill.pdf (-v2 suffix)
rename-pub	general-history	HarvardClassicsPlutarchLives-Plutarch-1909-Harvard-University-Press.epub	general-history	HarvardClassicsPlutarchLives-Plutarch-1909-HarvardUP.epub	publisher slug Harvard-University-Press -> HarvardUP
rename-pub	general-history	HebrewBibleCriticalCompanion-Barton-0000-Princeton.pdf	general-history	HebrewBibleCriticalCompanion-Barton-0000-PrincetonUP.pdf	publisher slug Princeton -> PrincetonUP
stash-dupe	general-history	HeracliteanFluxPlatoAndTheAncientWorld-Gerson-2007-CambridgeUP-v2.pdf	_stash-duplicates	HeracliteanFluxPlatoAndTheAncientWorld-Gerson-2007-CambridgeUP-v2.pdf	duplicate of general-history/HeracliteanFluxPlatoAndTheAncientWorld-Gerson-2007-CambridgeUP.pdf (-v2 suffix)
stash-dupe	general-history	HimmlerScholarsHolocaust-Pringle-2006-OxfordUP.pdf	_stash-duplicates	HimmlerScholarsHolocaust-Pringle-2006-OxfordUP.pdf	duplicate of reference-methodology/MasterPlanHimmlerScholarsHolocaust-Pringle-2006-Hyperion.pdf (misfiled in general-history (winner: reference-methodology); shorter title (24 vs 34 chars))
rename-pub	general-history	HonourRhetoricSlaveryHerodotus-Cairns-2025-EdinburghUniversityPress.pdf	general-history	HonourRhetoricSlaveryHerodotus-Cairns-2025-EdinburghUP.pdf	publisher slug EdinburghUniversityPress -> EdinburghUP
stash-dupe	general-history	HostageHistory-Hitchens-1997-CambridgeUP.pdf	_stash-duplicates	HostageHistory-Hitchens-1997-CambridgeUP.pdf	duplicate of territorial-disputes/HostageHistoryCyprus-Hitchens-1997-VersoBooks.pdf (misfiled in general-history (winner: territorial-disputes); shorter title (14 vs 20 chars))
rename-pub	general-history	ImaginedCommunities-Anderson-1991-VersoBooks.pdf	general-history	ImaginedCommunities-Anderson-1991-Verso.pdf	publisher slug VersoBooks -> Verso
rename-pub	general-history	ImpunityHumanRightsDemocracyChileArgenti-Wright-1990-UniversityMinnesota.pdf	general-history	ImpunityHumanRightsDemocracyChileArgenti-Wright-1990-MinnesotaUP.pdf	publisher slug UniversityMinnesota -> MinnesotaUP
rename-pub	general-history	IncasPeoplesAmerica-D'Altroy-2014-John-Wiley-&-Sons.pdf	general-history	IncasPeoplesAmerica-D'Altroy-2014-Wiley.pdf	publisher slug John-Wiley-&-Sons -> Wiley
rename-pub	general-history	InfantAndChildBurialRitesRomanBritain-Millett-2015-CambridgeUniversityPress.pdf	general-history	InfantAndChildBurialRitesRomanBritain-Millett-2015-CambridgeUP.pdf	publisher slug CambridgeUniversityPress -> CambridgeUP
stash-dupe	general-history	InfanticideAndSacrificesArchaicBabies-Xella-2013-Routledge-v2.pdf	_stash-duplicates	InfanticideAndSacrificesArchaicBabies-Xella-2013-Routledge-v2.pdf	duplicate of general-history/InfanticideAndSacrificesArchaicBabies-Xella-2013-Routledge.pdf (-v2 suffix)
stash-dupe	general-history	InfanticideSacrificesArchaicBabies-Claassen-2013-Routledge.pdf	_stash-duplicates	InfanticideSacrificesArchaicBabies-Claassen-2013-Routledge.pdf	duplicate of general-history/InfanticideAndSacrificesArchaicBabies-Claassen-2013-TaylorFrancisGroup.pdf (shorter title (34 vs 37 chars))
stash-dupe	general-history	InhumanBondage-Davis-2006-OxfordUP.pdf	_stash-duplicates	InhumanBondage-Davis-2006-OxfordUP.pdf	duplicate of colonialism-slavery/InhumanBondageRiseFallSlavery-Davis-2006-Oxford-UP.pdf (misfiled in general-history (winner: colonialism-slavery); shorter title (14 vs 29 chars))
rename-pub	general-history	InkaHistoryKnots-Urton-2017-Texas.pdf	general-history	InkaHistoryKnots-Urton-2017-University-of-Texas-Press.pdf	publisher slug Texas -> University-of-Texas-Press
rename-pub	general-history	InternationalCourtJusticeDecolonisation-Burri-2021-International-Court-of-Justice.pdf	general-history	InternationalCourtJusticeDecolonisation-Burri-2021-ICJ.pdf	publisher slug International-Court-of-Justice -> ICJ
stash-dupe	general-history	InterviewHistory-Fallaci-1976-Unknown.pdf	_stash-duplicates	InterviewHistory-Fallaci-1976-Unknown.pdf	duplicate of general-history/InterviewHistory-Fallaci-1976-AnnaArchive.pdf (tied; lower score)
rename-pub	general-history	IronWall-Shlaim-2015-MetropolitanBooks.pdf	general-history	IronWall-Shlaim-2015-Metropolitan.pdf	publisher slug MetropolitanBooks -> Metropolitan
stash-dupe	general-history	IslandCenterWorldManhattan-Shorto-2004-Random-House.pdf	_stash-duplicates	IslandCenterWorldManhattan-Shorto-2004-Random-House.pdf	duplicate of colonialism-slavery/IslandCenterWorld-Shorto-2004-Random-House.pdf (misfiled in general-history (winner: colonialism-slavery))
rename-pub	general-history	JewsFranceSurvival-Semelin-2007-Oxford.pdf	general-history	JewsFranceSurvival-Semelin-2007-OxfordUP.pdf	publisher slug Oxford -> OxfordUP
stash-dupe	general-history	KosovoShortHistory-Malcolm-1998-MacmillanUK.pdf	_stash-duplicates	KosovoShortHistory-Malcolm-1998-MacmillanUK.pdf	duplicate of territorial-disputes/KosovoShortHistory-Malcolm-1998-NYUPress.pdf (misfiled in general-history (winner: territorial-disputes))
stash-dupe	general-history	KosovoWarRevenge-Judah-2000-Yale-University-Press.pdf	_stash-duplicates	KosovoWarRevenge-Judah-2000-Yale-University-Press.pdf	duplicate of territorial-disputes/KosovoWarRevenge-Judah-2000-YaleUP.pdf (misfiled in general-history (winner: territorial-disputes))
stash-dupe	general-history	KosovoWarRevenge-Judah-2002-Yale-University-Press.pdf	_stash-duplicates	KosovoWarRevenge-Judah-2002-Yale-University-Press.pdf	duplicate of territorial-disputes/KosovoWarRevenge-Judah-2002-YaleUP.pdf (misfiled in general-history (winner: territorial-disputes))
rename-pub	general-history	LawSocietyVisigothicKingdom-King-2012-Cambridge-University-Press.pdf	general-history	LawSocietyVisigothicKingdom-King-2012-CambridgeUP.pdf	publisher slug Cambridge-University-Press -> CambridgeUP
rename-pub	general-history	LenapeCountryDelawareValley-Soderlund-2007-University-of-Pennsylvania-Press.pdf	general-history	LenapeCountryDelawareValley-Soderlund-2007-PennUP.pdf	publisher slug University-of-Pennsylvania-Press -> PennUP
stash-dupe	general-history	LinesDrawnOnAnEmptyMapIraqSBorders-Ismael-2015-Routledge.pdf	_stash-duplicates	LinesDrawnOnAnEmptyMapIraqSBorders-Ismael-2015-Routledge.pdf	duplicate of middle-east-history/LinesDrawnOnAnEmptyMapIraqSBorders-Ismael-2015-Routledge.pdf (misfiled in general-history (winner: middle-east-history))
rename-pub	general-history	LordsWorldEmpireIdeologies-Pagden-1995-Yale-UP.pdf	general-history	LordsWorldEmpireIdeologies-Pagden-1995-YaleUP.pdf	publisher slug Yale-UP -> YaleUP
stash-dupe	general-history	McMahonHusseinCorrespondence-MCMAHON-1915-Wikisource.pdf	_stash-duplicates	McMahonHusseinCorrespondence-MCMAHON-1915-Wikisource.pdf	duplicate of middle-east-history/McMahonHusseinCorrespondence-McMahon-1915-Wikisource.pdf (misfiled in general-history (winner: middle-east-history))
stash-dupe	general-history	MinersRedMountain-Bakewell-1984-Indiana-UP.pdf	_stash-duplicates	MinersRedMountain-Bakewell-1984-Indiana-UP.pdf	duplicate of general-history/MinersRedMountainPotosi-Bakewell-1984-OxfordUP.pdf (shorter title (17 vs 23 chars))
rename-pub	general-history	MiQueridoBrontosaurus-Switek-2014-RoutledgeBooks.pdf	general-history	MiQueridoBrontosaurus-Switek-2014-Routledge.pdf	publisher slug RoutledgeBooks -> Routledge
rename-pub	general-history	MythAmericanReligiousFreedom-Sehat-2011-Oxford.pdf	general-history	MythAmericanReligiousFreedom-Sehat-2011-OxfordUP.pdf	publisher slug Oxford -> OxfordUP
stash-dupe	general-history	MythAmericanReligiousFreedom-Sehat-2011-OxfordUP.pdf	_stash-duplicates	MythAmericanReligiousFreedom-Sehat-2011-OxfordUP.pdf	duplicate of general-history/MythAmericanReligiousFreedom-Sehat-2011-Oxford.pdf (tied; lower score)
stash-dupe	general-history	MythNationsMedievalOriginsEurope-Geary-2002-PrincetonUP.pdf	_stash-duplicates	MythNationsMedievalOriginsEurope-Geary-2002-PrincetonUP.pdf	duplicate of reference-methodology/MythNationsMedievalEurope-Geary-2002-Princeton-University-Press.pdf (misfiled in general-history (winner: reference-methodology))
stash-dupe	general-history	NationalHistoryNewNationalism-May-2021-Routledge.pdf	_stash-duplicates	NationalHistoryNewNationalism-May-2021-Routledge.pdf	duplicate of reference-methodology/NationalHistoryNewNationalism-May-2021-Routledge.pdf (misfiled in general-history (winner: reference-methodology))
rename-pub	general-history	NativeAndeanPolitics-Thomson-2002-Wisconsin.pdf	general-history	NativeAndeanPolitics-Thomson-2002-WisconsinUP.pdf	publisher slug Wisconsin -> WisconsinUP
rename-pub	general-history	NativeNations-DuVal-2024-UniversityNorthCarolina.pdf	general-history	NativeNations-DuVal-2024-UNCUP.pdf	publisher slug UniversityNorthCarolina -> UNCUP
stash-dupe	general-history	NativePopulationAmericas-Denevan-1992-Unknown.pdf	_stash-duplicates	NativePopulationAmericas-Denevan-1992-Unknown.pdf	duplicate of general-history/NativePopulationOfTheAmericasIn1492-Denevan-1992-UNCPress.pdf (loser-publisher=Unknown; shorter title (24 vs 35 chars))
stash-dupe	general-history	NativePopulationAmericas1492-Denevan-1992-Unknown.pdf	_stash-duplicates	NativePopulationAmericas1492-Denevan-1992-Unknown.pdf	duplicate of general-history/NativePopulationOfTheAmericasIn1492-Denevan-1992-UNCPress.pdf (loser-publisher=Unknown; shorter title (28 vs 35 chars))
stash-dupe	general-history	NativePopulationOfTheAmericasIn1492-Denevan-1992-UCPress.pdf	_stash-duplicates	NativePopulationOfTheAmericasIn1492-Denevan-1992-UCPress.pdf	duplicate of general-history/NativePopulationOfTheAmericasIn1492-Denevan-1992-UNCPress.pdf (tied; lower score)
rename-pub	general-history	NativePopulationOfTheAmericasIn1492-Denevan-1992-UNCPress.pdf	general-history	NativePopulationOfTheAmericasIn1492-Denevan-1992-UNC-Press.pdf	publisher slug UNCPress -> UNC-Press
stash-dupe	general-history	NaturalResourceExploitationInWesternSahara-Allan-2021-Routledge.pdf	_stash-duplicates	NaturalResourceExploitationInWesternSahara-Allan-2021-Routledge.pdf	duplicate of reference-methodology/NaturalResourceExploitationInWesternSahara-Allan-2021-Routledge.pdf (misfiled in general-history (winner: reference-methodology))
stash-dupe	general-history	NeoNaziTerrorismFascism-Sunshine-2024-Unknown.pdf	_stash-duplicates	NeoNaziTerrorismFascism-Sunshine-2024-Unknown.pdf	duplicate of general-history/NeoNaziTerrorismCountercultural-Sunshine-2024-Routledge.pdf (loser-publisher=Unknown; shorter title (23 vs 31 chars))
rename-pub	general-history	NewHistoryWesternPhilosophyAncientPhilosophy-Kenny-2004-OxfordUniversityPress.pdf	general-history	NewHistoryWesternPhilosophyAncientPhilosophy-Kenny-2004-OxfordUP.pdf	publisher slug OxfordUniversityPress -> OxfordUP
rename-pub	general-history	NewNetherlandDutchSettlement-Jacobs-2003-Cornell-UP.pdf	general-history	NewNetherlandDutchSettlement-Jacobs-2003-CornellUP.pdf	publisher slug Cornell-UP -> CornellUP
stash-dupe	general-history	NotOneInch-Sarotte-2021-CambridgeUP.pdf	_stash-duplicates	NotOneInch-Sarotte-2021-CambridgeUP.pdf	duplicate of general-history/NotOneInchPostColdWarStalemate-Sarotte-2021-Yale.pdf (shorter title (10 vs 30 chars))
