ID,TITLE,DESCRIPTION,DURATION,STATUS,DATE PUBLISHED,KEYWORDS,VIDIQ SCORE,VIEWS,YT LIKES,YT COMMENTS,DESC LINK COUNT,DESC WORD COUNT,CREATOR SUGGESTED,ENGAGEMENT RATE
2RQWu-cyO90,The Birka Grave: DNA Proof That Female Viking Warriors Existed,"Was Lagertha real? The legendary shield maiden was probably mythological, but DNA from the Birka grave proves female Viking warriors actually existed. Here's what archaeology reveals.  Was Lagertha from the Vikings TV series based on true history? In this video, I compare three versions of the legendary shield maiden: the TV show portrayal, the medieval source (Gesta Danorum by Saxo Grammaticus), and the actual archaeological evidence.  The Birka warrior grave in Sweden contained a complete military arsenal—sword, axe, spears, shields, arrows, two horses, and Viking chess pieces indicating a military strategist. For over a century, everyone assumed this high-status burial belonged to a male warrior. Then 2017 DNA analysis revealed the truth: the skeleton was female.  This discovery proves that female viking warriors and shield maidens weren't just Norse mythology or fiction. Viking women warriors like the legendary Lagertha actually existed in Norse society. The connection between Ragnar Lothbrok's wife Lagertha and real female viking warrior burials shows how historical sagas mixed fact with legend.  VIDEO CHAPTERS:  0:00 Introduction: Who Was Lagertha? 0:31 The Two Versions of Lagertha's Story 1:21 Vikings TV Show: The Modern Interpretation 2:31 The Medieval Source: Gesta Danorum 3:21 Saxo's Account: Bear, Dog & Hidden Spearhead 4:14 The Propaganda Angle: Why Saxo Wrote This 5:07 The Real Origin: Norse Goddess Thorgerd 5:55 The 2017 Discovery: Birka Grave Bj.581 7:07 Other Viking Women Warrior Graves 8:05 The Truth: Separating Fact from Fiction 9:33 Conclusion & Subscribe   The Vikings TV series made Lagertha a symbol of female empowerment, but the real story is more complicated. Medieval Christian clerics like Saxo Grammaticus wrote about viking women warriors as propaganda to make pagan society look barbaric. Yet archaeology confirms that some Viking women did hold warrior status.  The Birka female viking warrior was buried with full military honors in the 10th century, proving that shield maidens existed beyond Norse mythology and TV fiction.  SOURCES:  Hedenstierna-Jonson, Charlotte, et al. A Female Viking Warrior Confirmed by Genomics. American Journal of Physical Anthropology 164 (4), 2017.  Hedenstierna-Jonson, Charlotte, et al. Viking Warrior Women? Reassessing Birka Chamber Grave Bj 581. Antiquity 93 (367), 2019.  Jesch, Judith. Women in the Viking Age. Woodbridge: Boydell & Brewer, 1991.  Price, Neil. Children of Ash and Elm: A History of the Vikings. New York: Basic Books, 2020.  Gardeła, Leszek. Women and Weapons in the Viking World: Amazons of the North. Oxford: Oxbow Books, 2021.  Brown, Nancy Marie. The Real Valkyrie: The Hidden History of Viking Warrior Women. New York: St. Martin’s Press, 2021.  Saxo Grammaticus. Gesta Danorum: The History of the Danes. Edited by Karsten Friis-Jensen and translated by Peter Fisher. Oxford: Oxford University Press, 2015.  #vikings #lagertha #history #archaeology #shieldmaiden #ragnarlothbrok #norsemythology #vikingwarrior #historicalaccuracy #dnascience",606,Public,10/23/2025,"vikings, female viking warrior, birka, viking women warriors, ragnar lothbrok, shield maidens, viking women, norse mythology, warrior women, viking history, female vikings, viking age, ancient history, ivar the boneless",14.862588931160625,31,0,0,0,448,-,0
nkYw3XVSpo4,Venezuela and the US Face Off Over Oil!,Tensions rise as the US and Venezuela face off over Guyana. The standoff escalates after US Secretary of State Marco Rubio's warning to Nicolas Maduro in Georgetown Guyana. The US Navy's presence underscores the gravity of the situation in Guyana and Venezuela.,40,Public,10/23/2025,"Venezuela, Guyana, border dispute, Maduro, oil discovery, Essequibo, territorial dispute, ExxonMobil, South America conflict, geopolitics, Venezuela Guyana border, Guyana oil reserves, Venezuela territorial claims, border conflict 2025, Essequibo dispute, Paris Arbitration 1899, Venezuela claims Guyana, territorial conflict, Latin America, oil and politics, Secretary of State Rubio, Venezuelan warship, disputed territory, international law, historical dispute",28.7941575004848,775,2,0,0,42,-,0
z8jMLid9-PM,Gold Mining Is Poisoning This Village!,"Upstream gold mining caused toxic mercury levels in Parabara village, devastating Waiwai and Makushi communities. Science proves the danger.",61,Public,10/22/2025,"Venezuela, Guyana, border dispute, Maduro, oil discovery, Essequibo, territorial dispute, ExxonMobil, South America conflict, geopolitics, Venezuela Guyana border, Guyana oil reserves, Venezuela territorial claims, border conflict 2025, Essequibo dispute, Paris Arbitration 1899, Venezuela claims Guyana, territorial conflict, Latin America, oil and politics, Secretary of State Rubio, Venezuelan warship, disputed territory, international law, historical dispute",13.378294855911893,22,2,0,0,19,-,3
sjy8WSaES-Q,Britain Took 90% of Venezuela Territory,"Britain took 90% of disputed  territory while Venezuela got the  mouth. This Venezuela  border dispute shaped    history for decades.  The territorial ruling gave Britain control over most of the contested land between Venezuela and British Guiana (now Guyana). Venezuela accepted this border deal and implemented it for 63 years, marking boundaries and signing agreements with Britain throughout   The Orinoco River became Venezuela's consolation in this colonial boundary dispute that defined the region. This historical agreement between Britain and Venezuela shows how territorial disputes were resolved in Latin America during the colonial era.  Subscribe for more historical facts debunking myths about current geopolitical conflicts!",54,Public,10/21/2025,"Venezuela, Guyana, border dispute, Maduro, oil discovery, Essequibo, territorial dispute, ExxonMobil, South America conflict, geopolitics, Venezuela Guyana border, Guyana oil reserves, Venezuela territorial claims, border conflict 2025, Essequibo dispute, Paris Arbitration 1899, Venezuela claims Guyana, territorial conflict, Latin America, oil and politics, Secretary of State Rubio, Venezuelan warship, disputed territory, international law, historical dispute",27.76508570945619,611,2,0,0,103,-,0
I6RZFLbKqMQ,The SHOCKING Truth About Morocco's Western Sahara Proposal,"The video examines the complexities of the ongoing conflict in Western Sahara between Morocco and the Polisario Front, highlighting the failures of diplomacy. This region is governed by international law and the United Nations, yet the conflict continues to displace Sahrawi people. Stay informed with world news updates on this tense situation.",71,Public,10/21/2025,"western sahara, morocco, western sahara conflict, morocco western sahara, polisario front, sahrawi refugees, western sahara war, africa conflict, geopolitics explained, colonial history, disputed territory, forgotten wars, african history, international law, human rights violations, self determination, algeria morocco, morocco conflict, sahara desert, refugee crisis, territorial dispute, occupied territory, green march, phosphate mining, UN peacekeeping",28.006171064081773,646,6,0,0,52,-,0
FZepPRsaPEo,How Morocco Changed History With One Bold Move,"The video details how Hassan 2 launched the ""marche verte"" (Green March) into Western Sahara, impacting the Sahrawi people and influencing regional politics. This strategic move by Morocco aimed to shift internal focus. The Polisario's response and the ongoing territorial dispute are also discussed.",72,Public,10/20/2025,"western sahara, morocco, western sahara conflict, morocco western sahara, polisario front, sahrawi refugees, western sahara war, africa conflict, geopolitics explained, colonial history, disputed territory, forgotten wars, african history, international law, human rights violations, self determination, algeria morocco, morocco conflict, sahara desert, refugee crisis, territorial dispute, occupied territory, green march, phosphate mining, UN peacekeeping",17.101319154423276,52,1,0,0,44,-,1
CoK_ObIZKqc,How ExxonMobil Changed Guiana Forever!,"Explore the story of Guyana and the transformative impact of offshore discoveries. This short video dives into interesting facts surrounding Guyana oil and the role of ExxonMobil. The discovery of crude oil has caused a boom in the region, forever changing the country's future.",51,Public,10/20/2025,"Venezuela, Guyana, border dispute, Maduro, oil discovery, Essequibo, territorial dispute, ExxonMobil, South America conflict, geopolitics, Venezuela Guyana border, Guyana oil reserves, Venezuela territorial claims, border conflict 2025, Essequibo dispute, Paris Arbitration 1899, Venezuela claims Guyana, territorial conflict, Latin America, oil and politics, Secretary of State Rubio, Venezuelan warship, disputed territory, international law, historical dispute",18.262388523751017,68,0,0,0,44,-,0
oDK52GwjTIo,Venezuela vs Guyana: The Oil War Over Essequibo,"Venezuela and Guyana are locked in a border dispute over Essequibo—a territory the size of Florida with 11 billion barrels of oil. But Venezuela accepted this border for 62 years. What changed in 2015? In this evidence-based analysis, I examine how an 1899 treaty that both countries accepted became ""fraudulent"" exactly 7 days after ExxonMobil's oil discovery. Using primary sources from the Paris Arbitration, ICJ rulings, and declassified documents, I reveal:  Why Venezuela signed the 1899 boundary agreement—and honored it until 1962 The Mallet-Prevost Memorandum: A posthumous claim of fraud with zero evidence How oil discovery triggered immediate Venezuelan territorial expansion The indigenous peoples caught between two nations claiming their land What the actual historical documents say versus what both sides claim  TIMESTAMPS 0:00 - March 2025: Armed Warship vs. American Oil Platform 1:34 - Who Lives There: 125,000 Indigenous People 2:50 - The 1899 Treaty Venezuela Accepted for 63 Years 4:40 - May 2015: Oil Discovery Changes Everything 6:02 - Debunking Venezuela's Fraud Claims 8:25 - The Human Cost: Mercury & Violence  #Venezuela #Guyana #BorderDispute #Essequibo #Geopolitics #History #Documentary",633,Public,10/19/2025,"Venezuela, Guyana, border dispute, Maduro, oil discovery, Essequibo, territorial dispute, ExxonMobil, South America conflict, geopolitics, Venezuela Guyana border, Guyana oil reserves, Venezuela territorial claims, border conflict 2025, Essequibo dispute, Paris Arbitration 1899, Venezuela claims Guyana, territorial conflict, Latin America, oil and politics, Secretary of State Rubio, Venezuelan warship, disputed territory, international law, historical dispute",32.731928191408876,1925,24,25,0,180,-,2
mes8OwxM5Uk,Why International Law Failed Sahrawis,"The video analyzes the breakdown of the Western Sahara ceasefire, reigniting the conflict between Morocco and the Polisario Front. Despite United Nations resolutions calling for peace, the situation remains tense. The failure of the ceasefire underscores the complexities of the region.",32,Public,10/19/2025,"western sahara, morocco, western sahara conflict, morocco western sahara, polisario front, sahrawi refugees, western sahara war, africa conflict, geopolitics explained, colonial history, disputed territory, forgotten wars, african history, international law, human rights violations, self determination, algeria morocco, morocco conflict, sahara desert, refugee crisis, territorial dispute, occupied territory, green march, phosphate mining, UN peacekeeping",28.58243101818119,738,16,0,0,41,-,2
Y-D3pL-cMOA,Why The World Ignores Moroccan Settlements But Condemns Israeli Ones,"Israel settlements condemned, Morocco settlements ignored. Western Sahara double standards exposed. Geopolitics, international law hypocrisy revealed through world news headlines and demographic data.  This short exposes the political double standards in how countries criticize Israeli settlements while supporting identical Moroccan settlements in Western Sahara. Using news headlines and statistics, we reveal the similarities in justification and demographic changes between both cases.  Topics covered: • Settlement policy comparisons • International response disparities   • Demographic transformation data • Political motivations analysis  Subscribe to History vs Hype for weekly fact-checks on geopolitical narratives and historical context behind today's headlines.  #Israel #Morocco #WesternSahara #Geopolitics #DoubleStandards #InternationalLaw #MiddleEast #WorldNews",117,Public,10/18/2025,"western sahara, morocco, western sahara conflict, morocco western sahara, polisario front, sahrawi refugees, western sahara war, africa conflict, geopolitics explained, colonial history, disputed territory, forgotten wars, african history, international law, human rights violations, self determination, algeria morocco, morocco conflict, sahara desert, refugee crisis, territorial dispute, occupied territory, green march, phosphate mining, UN peacekeeping",17.42206476617281,56,2,0,0,104,-,2
zFv3FeKzddQ,Why Europe Lets Morocco Control Africa's Last Colony,Morocco controls Western Sahara—Africa's last colony—and Europe won't challenge them. Why? Geopolitics trumps international law when strategic leverage is this strong.  Morocco's untouchable position explained:  Controls the Strait of Gibraltar (Europe's maritime gateway) Acts as Europe's migration barrier from Africa Key counter-terrorism partner in the Sahel region  The result? Transactional diplomacy where human rights take a backseat to strategic interests. This is why the international community ignores Geneva Convention violations in occupied territories.,96,Public,10/17/2025,"western sahara, morocco, western sahara conflict, morocco western sahara, polisario front, sahrawi refugees, western sahara war, africa conflict, geopolitics explained, colonial history, disputed territory, forgotten wars, african history, international law, human rights violations, self determination, algeria morocco, morocco conflict, sahara desert, refugee crisis, territorial dispute, occupied territory, green march, phosphate mining, UN peacekeeping",15.262388523751017,34,3,0,0,73,-,3
7Z_RdXUw7Kw,The Battle For Africa's Last Colony,"Morocco's Western Sahara settlement policy relocated 100,000s of Moroccan citizens since 1975. By 2025, settlers outnumber indigenous Sahrawis, making the territorial dispute nearly impossible to resolve.  This demographic takeover changed North Africa's geopolitics forever. The Polisario Front and Algeria oppose Morocco's colonization, but population shifts create irreversible facts on the ground.  #WesternSahara #Morocco #Geopolitics #TerritorialDispute #HistoryVsHype  Subscribe for evidence-based geopolitical analysis debunking historical myths about contested territories.",66,Public,10/16/2025,"western sahara, morocco, western sahara conflict, morocco western sahara, polisario front, sahrawi refugees, western sahara war, africa conflict, geopolitics explained, colonial history, disputed territory, forgotten wars, african history, international law, human rights violations, self determination, algeria morocco, morocco conflict, sahara desert, refugee crisis, territorial dispute, occupied territory, green march, phosphate mining, UN peacekeeping",14.720671786825555,30,2,0,0,67,-,3
QgDJSu0Y5K0,The Wall the World Forgot: Western Sahara Explained,"There's a wall in the Sahara Desert that's 16 times longer than the Berlin Wall. It's surrounded by 7 million landmines and divides a people who were promised a vote 50 years ago. That vote never happened. This is the story of the Western Sahara conflict, the occupation the world forgot.  In 1975, the International Court of Justice ruled that Morocco had no territorial sovereignty over Western Sahara. Hours later, King Hassan II announced the Green March: 350,000 unarmed Moroccan civilians walked across the border. Morocco has occupied the territory ever since.  KEY FACTS: - 173,600 Sahrawi refugees have lived in Algerian desert camps since 1975 - 0 countries formally recognize Moroccan sovereignty over Western Sahara - The Polisario Front has fought for independence for 50 years - Morocco's settlement policy has made Moroccan settlers outnumber indigenous Sahrawis 2:1  This is about more than territorial disputes, it's about why international law applies selectively, and how geopolitical interests override human rights.  SOURCES: - International Court of Justice Advisory Opinion (1975) - Case 61 - UN Visiting Mission Report (1975) - Doc A/10023/Rev.1 - European Court of Justice rulings (2016, 2018, 2021, 2024) - Jeffrey J. Smith (2015), ""The taking of the Sahara,"" Global Change, Peace & Security - Human Rights Watch Western Sahara reports - Fourth Geneva Convention - Article 49  #WesternSahara #Morocco #Geopolitics #ColonialHistory #HumanRights #InternationalLaw #ForgottenWars #HistoryVsHype   ABOUT HISTORY VS HYPE: I debunk political and nationalist myths using historical evidence and primary sources. If you want to understand the conflicts the world ignores, subscribe.  Turn on notifications to never miss a video exposing how power really works.  CHAPTERS: 0:00 Introduction: The Wall No One Talks About 0:22 1884-1974: Spanish Colonial Rule 1:30 The 1975 ICJ Ruling Against Morocco 2:20 The Green March: 350,000 Civilians Cross the Border 3:09 Madrid Accords: Spain's Withdrawal 4:13 Building the Wall (1980-1987) 5:46 The Referendum That Never Happened 6:45 Why the World Stays Silent 8:33 The Double Standard on Settlements 9:13 Human Cost: 50 Years of Exile 10:37 Ibrahim's Story: ""I'd Lose My Other Leg"" 11:03 Conclusion: Power Over Law",667,Public,10/15/2025,"western sahara, morocco, western sahara conflict, morocco western sahara, polisario front, sahrawi refugees, western sahara war, africa conflict, geopolitics explained, colonial history, disputed territory, forgotten wars, african history, international law, human rights violations, self determination, algeria morocco, morocco conflict, sahara desert, refugee crisis, territorial dispute, occupied territory, green march, phosphate mining, UN peacekeeping",19.176952268336283,84,3,4,0,346,-,3
2Vxf9QGlDhk,The Inca Built Better Than We Do Today,"The Inca built 25,000 miles of roads, earthquake-proof architecture that still stands, and a society based on reciprocity. Then Spain arrived. #inca #peru #history #ancientcivilizations #indigenous  The Inca Empire achieved engineering feats modern society struggles to replicate: suspension bridges spanning canyons, buildings that survive earthquakes for 500+ years, agricultural terraces feeding millions at high altitude. Their core principles - ayni (reciprocity), mita (collective labor), and redistribution - created one of history's largest empires without money or writing.  Spanish conquistadors dismantled this system, melted sacred gold into bars, and imposed forced labor that killed millions. The ""civilizing mission"" destroyed a civilization more advanced in key areas than its conquerors.  Subscribe to History vs Hype for evidence-based analysis exposing myths about ""primitive"" civilizations.  #incaempire #machupicchu #ancienthistory #precolumbian #latinamerica #colonialism #engineering #archaeology #hiddenhistory #historicalmyths",45,Public,10/15/2025,"Peru poorest regions, Spanish colonization Peru, Juliaca protests 2023, Indigenous Peru, Potosi silver mines, Peru inequality, colonial history Latin America, mita system, Peru geography, Inca empire, Guaman Poma, Atahualpa execution, mestizaje Peru, Puno Peru, extractive colonialism, inca civilization, south america, peru, francisco pizarro, spanish conquest, history of peru, atahualpa, inca, south american history, spanish empire, viceroyalty of peru, incan history",29.853854144900914,990,17,5,0,131,-,2
jLQpkKYnPFI,My Wife's Ancestors Suffering Was Good? I Froze.,"Colonial narratives claim indigenous suffering was a ""gift."" In Peru's 2022-2023 protests, 49 indigenous protesters died. The connection is direct. #peru #indigenous #colonialism #protests #latinamerica  The ""white legend"" taught generations that Spanish colonization brought civilization - that indigenous suffering was necessary, even beneficial. When Peru's first rural indigenous president Pedro Castillo was removed in December 2022, security forces killed 49 protesters, most indigenous. The same narrative that justified colonial violence still justifies state violence today.  Subscribe to History vs Hype for evidence-based analysis exposing how historical myths shape current events.  #peruprotests #indigenousrights #pedrocastillo #southamerica #decolonization #humanrights #colonization #worldnews #geopolitics #hiddenhistory",62,Public,10/14/2025,"Peru poorest regions, Spanish colonization Peru, Juliaca protests 2023, Indigenous Peru, Potosi silver mines, Peru inequality, colonial history Latin America, mita system, Peru geography, Inca empire, Guaman Poma, Atahualpa execution, mestizaje Peru, Puno Peru, extractive colonialism, inca civilization, south america, peru, francisco pizarro, spanish conquest, history of peru, atahualpa, inca, south american history, spanish empire, viceroyalty of peru, incan history",17.42206476617281,56,2,0,0,100,-,2
ZkZ3KZpeMjY,"Why Spain Still Defends Its Colonial Past""","Spain refuses to apologize for colonization while other nations have. The ""white legend"" myth claims Spanish rule was benevolent. #spain #colonization #latinamerica #peru #history #spanishempire  Here's what they're not telling you: Spanish and Peruvian elites still believe the ""white legend"" - a counter-narrative claiming Spanish colonization was more humane than other European powers. This myth persists in official discourse despite evidence of exploitation, forced labor systems, and cultural destruction. While Britain, France, and Belgium have issued apologies, Spain maintains its colonial legacy was justified.  Subscribe to History vs Hype for evidence-based analysis exposing myths behind historical narratives.  #colonialism #imperialism #historicalmyths #southamerica #europeanhistory #decolonization #worldhistory #hiddenhistory #mythbusting #factcheck",70,Public,10/13/2025,"Peru poorest regions, Spanish colonization Peru, Juliaca protests 2023, Indigenous Peru, Potosi silver mines, Peru inequality, colonial history Latin America, mita system, Peru geography, Inca empire, Guaman Poma, Atahualpa execution, mestizaje Peru, Puno Peru, extractive colonialism, inca civilization, south america, peru, francisco pizarro, spanish conquest, history of peru, atahualpa, inca, south american history, spanish empire, viceroyalty of peru, incan history",28.52338392059609,728,9,45,0,107,-,3
QCRhdNl-Id8,Shocking Truth About Peru's Protests!,"9 people died in Peru's 2022 protests after President Pedro Castillo's removal - yet police confiscated zero firearms from protesters. #peru #protests #pedrocastillo #latinamerica #politics  The official narrative doesn't add up. Following the ousting of Peru's first rural provincial president in December 2022, massive protests erupted across the country. 49 people were killed, most shot dead by security forces. But here's the evidence they're ignoring: despite claims of armed violent protesters, police seized no guns whatsoever.  Subscribe to History vs Hype for evidence-based analysis exposing the truth behind breaking news and contested events.  #peruprotests #southamerica #worldnews #geopolitics #humanrights #policebrutality #currentevents #breakingnews #politicalanalysis #factcheck",40,Public,10/12/2025,"Peru poorest regions, Spanish colonization Peru, Juliaca protests 2023, Indigenous Peru, Potosi silver mines, Peru inequality, colonial history Latin America, mita system, Peru geography, Inca empire, Guaman Poma, Atahualpa execution, mestizaje Peru, Puno Peru, extractive colonialism, inca civilization, south america, peru, francisco pizarro, spanish conquest, history of peru, atahualpa, inca, south american history, spanish empire, viceroyalty of peru, incan history",19.07265601385425,82,0,0,0,103,-,0
S-DUxpSRxwA,How Columbus Invented The Cannibal Myth,"Columbus invented the word ""cannibal"" to create a legal loophole for slavery. By labeling Caribbean peoples as cannibals in Spanish reports, he justified enslaving groups that Spanish law otherwise protected. This myth wasn't based on observation - it was pure fabrication for profit.  Subscribe to History vs Hype for weekly myth-busting Shorts exposing the truth behind historical narratives.  #history #christophercolumbus #nativeamerican #americanhistory #hiddenhistory #colonization #slavery #caribbeanhistory #indigenouspeoples #mythbusting",32,Public,10/11/2025,"Peru poorest regions, Spanish colonization Peru, Juliaca protests 2023, Indigenous Peru, Potosi silver mines, Peru inequality, colonial history Latin America, mita system, Peru geography, Inca empire, Guaman Poma, Atahualpa execution, mestizaje Peru, Puno Peru, extractive colonialism, inca civilization, south america, peru, francisco pizarro, spanish conquest, history of peru, atahualpa, inca, south american history, spanish empire, viceroyalty of peru, incan history",30.137278984148047,1057,11,1,0,68,-,1
PAUf3GjheUc,The Hidden History Of Indigenous Peoples,"This video explores the realities of the mixing between Indigenous people and colonizers throughout history. It challenges the narrative of voluntary mixing, particularly during spanish colonization in the philippines and elsewhere in the Americas. The discussion intersects with american history, revealing the lasting impact of colonialism on native american communities.",51,Public,10/10/2025,"Peru poorest regions, Spanish colonization Peru, Juliaca protests 2023, Indigenous Peru, Potosi silver mines, Peru inequality, colonial history Latin America, mita system, Peru geography, Inca empire, Guaman Poma, Atahualpa execution, mestizaje Peru, Puno Peru, extractive colonialism, inca civilization, south america, peru, francisco pizarro, spanish conquest, history of peru, atahualpa, inca, south american history, spanish empire, viceroyalty of peru, incan history",28.006171064081773,646,30,5,0,50,0,3
VECo7W_uD44,He Paid 24 Tons of Gold for Freedom. They Killed Him Anyway.,"Atahualpa Inca Emperor ransom 1532 Pizarro Peru Spanish conquest gold silver 24 tons treasure treason trial colonial betrayal largest ransom history executed after paying everything.  November 1532: Francisco Pizarro captures Atahualpa, the Inca Emperor.  The ransom demand: Fill a room with gold, twice with silver.  Atahualpa delivers: 24 tons of treasure. The largest ransom in human history.  The Spanish take everything. Then they put him on trial for treason against a country he'd never seen—Spain.",76,Public,10/9/2025,"Peru poorest regions, Spanish colonization Peru, Juliaca protests 2023, Indigenous Peru, Potosi silver mines, Peru inequality, colonial history Latin America, mita system, Peru geography, Inca empire, Guaman Poma, Atahualpa execution, mestizaje Peru, Puno Peru, extractive colonialism, inca civilization, south america, peru, francisco pizarro, spanish conquest, history of peru, atahualpa, inca, south american history, spanish empire, viceroyalty of peru, incan history",28.291357654996595,690,9,0,0,75,-,1
6GybGd_q25w,Why Peru's Poorest Regions Are Still the Same After 450 Years,"Why are Peru's poorest regions today the exact same regions exploited 450 years ago? In 2023, Juliaca protests left dozens dead, most Indigenous. In 1573, Potosí miners died under identical logic.  THE PATTERN THEY DON'T TEACH: • A 90% population collapse from 9 million to 600,000 in a century • Former mita zones remain Peru's poorest regions today • 94% of modern protest deaths occur where colonial labor was once enforced • The ""mestizaje"" ideal promised unity but disguised structural discrimination  From Potosí in 1573 to Juliaca in 2023, Peru's geography of extraction became a geography of exclusion, a colonial blueprint that still dictates who lives, who profits, and who dies.  CHAPTERS:  0:00 - Why This Colonial Lie Still Harms People 0:33 - The 1503 Law That Made Everyone ""Cannibals"" 2:25 - Indigenous Scholar's 1,189-Page Proof 4:08 - Atahualpa's Execution: 24 Tons Wasn't Enough 5:05 - How 90% of Peru Died in 100 Years 6:11 - Potosí: The Mountain That Consumed 1 Million Lives 8:36 - ""Improving Your Race"" - The Mestizaje Trap 10:52 - Why Colonial Structures Never Died 12:15 - What Spain Actually Brought to Peru  SOURCES:  - Bartolomé de las Casas - Brevísima relación de la destrucción de las Indias (1542) - Felipe Guamán Poma de Ayala - Nueva Corónica y Buen Gobierno (1615) - Royal Library of Denmark: https://poma.kb.dk/ - Francisco de Xerez - Verdadera Relación de la Conquista del Perú (1534) - Garcilaso de la Vega - Comentarios Reales (1609, 1617) - Titu Cusi Yupanqui - An Inca Account of the Conquest of Peru (University Press of Colorado, 2005) - Juan de Betanzos - Narratives of the Incas (1987) - Noble David Cook - Demographic Collapse: Indian Peru, 1520-1620 (Cambridge, 1981/2010) - David Stannard - American Holocaust (Oxford, 1992) - Kris Lane - Potosí: The Silver City That Changed the World (UC Press, 2019) - Peter Bakewell - Miners of the Red Mountain (U of New Mexico Press, 1984/2010) - Enrique Tandeter - Coercion and Market: Silver Mining in Colonial Potosí (U of New Mexico Press, 1993) - Nicholas Robins et al. - ""Mercury Contamination from Colonial Gold and Silver Production in Peru"" - Environmental Health Perspectives 119.2 (2011) - Andrés Reséndez - The Other Slavery (Houghton Mifflin Harcourt, 2016) - Marisol de la Cadena - Indigenous Mestizos: The Politics of Race and Culture in Cuzco (Duke, 2000) - Peter Wade - Race, Sex and Conquest in Latin America (Pluto Press, 2012) - Aníbal Quijano - Foundational Essays (Duke, 2024) - Matthew Restall - Seven Myths of the Spanish Conquest (Oxford, 2003/2022) - Lewis Hanke - The Spanish Struggle for Justice in the Conquest of America (U of Pennsylvania, 1949/2002) - María Rostworowski de Diez Canseco - History of the Inca Realm (Cambridge, 1999) - Manuel Medrano & Gary Urton - Ethnohistory 65:1 (2018) - Karen Vieira Powers - Women in the Crucible of Conquest (U of New Mexico Press, 2005) - Irene Silverblatt - Moon, Sun, and Witches (Princeton, 1987) - Verena Stolcke - ""Conquered Women"" - NACLA - Cambridge World History of Violence (2020) - Francisco Galarza & Gustavo Yamada - ""Labor Market Discrimination in Lima, Peru"" - World Development 58 (2014): 83-94 - Parker VanValkenburgh et al. - ""Socio-Spatial Consequences of Indigenous Relocation During Early Spanish Colonialism in Peru"" - Antiquity 98.397 (February 2024) - Sarah Kelloway et al. - ""Toxic Vestiges of Colonial Silver Production in Andean Peru"" - SAPIENS (2023) - Melissa Murphy et al. - ""Puruchuco-Huaquerones skeletal analysis"" - American Journal of Physical Anthropology (2010) - Peru Truth & Reconciliation Commission - Informe Final (2003) - cverdad.org.pe - Human Rights Watch - ""Peru: Deadly State Violence During Protests"" (March 2023) - Inter-American Commission on Human Rights - Peru Country Reports (2023) - Global Witness - Annual Reports on Environmental Defenders (2012-2024) - PAHO (Pan American Health Organization) - Health Statistics for Peru - World Bank - Indigenous Peoples Statistics - Peru - ECLAC (Economic Commission for Latin America) - Poverty Statistics - Peru - Decreto Ley N° 17716 de Ley de Reforma Agraria (June 24, 1969) - Peru - Ley 29785 (Prior Consultation Law, September 7, 2011) - Peru - Constitution of 1993 - Peru Ministry of Culture - ""Alerta contra el Racismo"" Platform Reports (2022-2024) - ILO (International Labour Organization) - Convention 169: Indigenous and Tribal Peoples Convention (1989)  Subscribe for evidence-based historical analysis connecting past atrocities to present-day conflicts.  #Peru #Juliaca #Potosi #SpanishColonization #ColonialHistory #IndigenousRights #LatinAmericanHistory #SpanishEmpire #HistoricalGeography #HistoryVsHype",754,Public,10/9/2025,"Peru poorest regions, Spanish colonization Peru, Juliaca protests 2023, Indigenous Peru, Potosi silver mines, Peru inequality, colonial history Latin America, mita system, Peru geography, Inca empire, Guaman Poma, Atahualpa execution, mestizaje Peru, Puno Peru, extractive colonialism, inca civilization, south america, peru, francisco pizarro, spanish conquest, history of peru, atahualpa, inca, south american history, spanish empire, viceroyalty of peru, incan history",15,32,3,2,1,742,-,4
G1d4lnhyxYw,Cambodia Gets New Leader. Thailand Escalates Border War.,"Cambodia Thailand border dispute escalated in 2023 after new Prime Minister Hun Manet took power. Border nationalism and political distraction tactics explain why both countries use Preah Vihear temple conflict.  Within months of leadership change: military buildups, nationalist rhetoric, temple access restrictions. Each side mirrors the other.  Both countries facing economic struggles and political challenges. A border war is the perfect distraction.  Coincidence? No. Pattern.  This isn't about the temple. It's about domestic legitimacy.  #cambodia #thailand #borderdispute #geopolitics #preahvihear #bordernationalism #hunmanet #politicaldistraction #nationalism #southeastasia #khmer #asean",41,Public,10/8/2025,"nationalism, civic nationalism, southeast asia conflict, thailand, thailand cambodia border clashes, cambodia, thailand cambodia conflict, hun manet, al jazeera english, southeast asia, thailand cambodia clash, thailand cambodia border dispute",22.07265601385425,164,0,0,0,86,0,0
iAbH351Bn-M,Governments Need This Border War. Farmers Living There Don't.,"Governments don't actually care about the disputed territory. They care about the nationalism it generates.  Border disputes are political tools. When domestic approval drops, leaders escalate border tensions. The flag-waving distracts from failing economies, corruption, and broken promises.  Meanwhile, farmers in the contested zone can't get crop insurance. Their kids can't get birth certificates. They don't know which country's laws apply.  The dispute isn't about the land. It's about the distraction.  #bordernationalism #geopolitics #propaganda #politicalmanipulation #farmers #borderconflict #nationalism #distraction #cambodia #thailand #kashmir #legitimacy #coloniallegacy",51,Public,10/7/2025,"nationalism, civic nationalism",25.07265601385425,328,1,0,0,84,-,0
